tow_date,tow_reason,storage_company,street,city,geo_location,longitude,latitude,location,block,hh_income,pop_total,pop_black,state,tract
2020-05-30,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-04-03,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-04-06,NOP,Authorized,3330 Teagarden Cir,Silver Spring,POINT (-76.945086 39.08132),-76.945086,39.08132,"(39.08132, -76.945086)",7014221,51477,1730,1337,24,701422
2020-04-10,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-04-01,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-04-07,NOP,Authorized,3300 Teagarden Cir,Silver Spring,POINT (-76.944111 39.080737),-76.94411099999999,39.080737,"(39.080737, -76.944111)",7014221,51477,1730,1337,24,701422
2020-04-10,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-04-06,NOP,Authorized,3330 Teagarden Cir,Silver Spring,POINT (-76.945086 39.08132),-76.945086,39.08132,"(39.08132, -76.945086)",7014221,51477,1730,1337,24,701422
2020-04-10,PKG,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-04-06,NOP,Authorized,3335 Teagarden Cir,Silver Spring,POINT (-76.945066 39.081149),-76.945066,39.081148999999996,"(39.081149, -76.945066)",7014221,51477,1730,1337,24,701422
2020-04-07,NOP,Authorized,3300 Teagarden Cir,Silver Spring,POINT (-76.944111 39.080737),-76.94411099999999,39.080737,"(39.080737, -76.944111)",7014221,51477,1730,1337,24,701422
2020-06-12,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-13,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-05,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-12,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-12,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-05,NOP,Authorize,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-11,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-23,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-11,PKG,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-25,NOP,Authorized,3335 Teagarden Cir,Silver Spring,POINT (-76.945066 39.081149),-76.945066,39.081148999999996,"(39.081149, -76.945066)",7014221,51477,1730,1337,24,701422
2020-06-23,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-25,EXP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-23,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-06-20,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-07-03,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-07-14,PKG,Authorized,3331 Teagarden Cir,Silver Spring,POINT (-76.945086 39.08132),-76.945086,39.08132,"(39.08132, -76.945086)",7014221,51477,1730,1337,24,701422
2020-07-03,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-07-22,PKG,Authorized,3300 Teagarden Cir,Silver Spring,POINT (-76.944111 39.080737),-76.94411099999999,39.080737,"(39.080737, -76.944111)",7014221,51477,1730,1337,24,701422
2020-07-15,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-10-17,NOP,Authrozied,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-10-23,NOP,,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-10-23,PRV,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-10-23,EXP,Authorized,3325 Teagarden Cir,Silver Spring,POINT (-76.944895 39.081483),-76.94489499999999,39.081483,"(39.081483, -76.944895)",7014221,51477,1730,1337,24,701422
2020-10-23,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-10-22,PKG,Authorized,3331 Teagarden Cir,Silver Spring,POINT (-76.945086 39.08132),-76.945086,39.08132,"(39.08132, -76.945086)",7014221,51477,1730,1337,24,701422
2020-10-21,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-08-05,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-10-06,NOP,Authorized,3330 Teagarden Cir,Silver Spring,POINT (-76.945086 39.08132),-76.945086,39.08132,"(39.08132, -76.945086)",7014221,51477,1730,1337,24,701422
2020-10-23,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-10-20,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-10-14,NOP,Authorized,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"(39.081748, -76.944438)",7014221,51477,1730,1337,24,701422
2020-12-20,REPO,Thomas,3346 Teagarden Cir,Silver Spring,POINT (-76.944732 39.080741),-76.944732,39.080740999999996,"(39.080741, -76.944732)",7014221,51477,1730,1337,24,701422
2020-04-24,NOP,Authorize,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-11,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-24,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-13,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-09,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-03,EXP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-20,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-19,EXP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-14,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-20,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-08,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-20,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-10,NOP,Ex[,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-30,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-09,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-10,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-21,EXP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-07,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-19,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-16,NOP,Auth,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-18,NOP,Authorize,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-06,NOP,,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-12,NOP,Authorize,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-26,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-19,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-07,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-16,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-24,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-29,EXP,Authorized,13915 Castle Blvd,Silver Spring,POINT (-76.940773 39.084272),-76.940773,39.084272,"(39.084272, -76.940773)",7014222,52768,1209,1129,24,701422
2020-05-23,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-02-01,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-13,PKG,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-25,REPO,Etc,13801 Castle Blvd,Silver Spring,POINT (-76.943296 39.082769),-76.94329599999999,39.082769,"(39.082769, -76.943296)",7014222,52768,1209,1129,24,701422
2020-02-23,NOP,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-27,NOP,Auth,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-02-03,PRV,Henrys,13800 Outlet Dr,Silver Spring,POINT (-76.946836 39.082475),-76.946836,39.082475,"(39.082475, -76.946836)",7014222,52768,1209,1129,24,701422
2020-02-03,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-20,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-04,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-10,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-08,NOP,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-05,PKG,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-27,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-02-03,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-04,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-22,NOP,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-12,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-20,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-06,EXP,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-28,PKG,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-12,PKG,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-01,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-03,PKG,Henrys,13800 Outlet Dr,Silver Spring,POINT (-76.946836 39.082475),-76.946836,39.082475,"(39.082475, -76.946836)",7014222,52768,1209,1129,24,701422
2020-02-11,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-27,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-08,72,H,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-03,PKG,Henrys,13800 Outlet Dr,Silver Spring,POINT (-76.946836 39.082475),-76.946836,39.082475,"(39.082475, -76.946836)",7014222,52768,1209,1129,24,701422
2020-02-24,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-04,PKG,Henrys,13800 Outlet Dr,Silver Spring,POINT (-76.946836 39.082475),-76.946836,39.082475,"(39.082475, -76.946836)",7014222,52768,1209,1129,24,701422
2020-02-05,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-13,PKG,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-06,NOP,Henrys,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-27,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-09,NOP,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-25,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-26,PRV,Authorize,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-02-29,PKG,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-27,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-08,PKG,Henrys,13800 Outlet Dr,Silver Spring,POINT (-76.946836 39.082475),-76.946836,39.082475,"(39.082475, -76.946836)",7014222,52768,1209,1129,24,701422
2020-02-25,PKG,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-03,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-02-28,PRV,Prestige,13802 Castle Blvd,Silver Spring,POINT (-76.943268 39.082785),-76.943268,39.082785,"(39.082785, -76.943268)",7014222,52768,1209,1129,24,701422
2020-05-31,PKG,,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-25,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-30,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-16,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-29,EXP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-03,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-05-02,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-05,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-20,EXP,Authorized,13827 Castle Blvd,Silver Spring,POINT (-76.942756 39.083068),-76.942756,39.083068,"(39.083068, -76.942756)",7014222,52768,1209,1129,24,701422
2020-04-14,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-09,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-02,NOP,Authorized,13837 Castle Blvd,Silver Spring,POINT (-76.942532 39.08319),-76.942532,39.08319,"(39.08319, -76.942532)",7014222,52768,1209,1129,24,701422
2020-04-24,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-24,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-03,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-07,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-15,PKG,,13807 Outlet Dr,Silver Spring,POINT (-76.94656 39.082646),-76.94655999999999,39.082646000000004,"(39.082646, -76.94656)",7014222,52768,1209,1129,24,701422
2020-04-25,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-24,EXP,Authorize,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-15,PKG,,13807 Outlet Dr,Silver Spring,POINT (-76.94656 39.082646),-76.94655999999999,39.082646000000004,"(39.082646, -76.94656)",7014222,52768,1209,1129,24,701422
2020-04-16,NOP,,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-12,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-11,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-19,72,Aau,13800 Outlet Dr,Silver Spring,POINT (-76.946836 39.082475),-76.946836,39.082475,"(39.082475, -76.946836)",7014222,52768,1209,1129,24,701422
2020-04-12,NOP,Authorize,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-12,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-04,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-28,PKG,,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-01,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-20,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-09,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-20,NOP,,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-03,EXP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-04,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-08,NOP,Authorized,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
2020-04-24,NOP,Authorize,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"(39.083117, -76.942666)",7014222,52768,1209,1129,24,701422
