tow_date,tow_reason,storage_company,notes,incident_date,street,city,geo_location,longitude,latitude,location
2020-06-07,NOP,Big,Big Tow,07/22/0006,14428 Taos Ct,Silver Spring,POINT (-77.049636 39.092474),-77.049636,39.092474,"39.092474,-77.049636"
2020-06-02,NOP,Diversified,Diversified,02/22/0006,12303 Braxfield Ct,Rockville,POINT (-77.10614 39.05695),-77.10614,39.05695,"39.05695,-77.10614"
2020-06-29,NOP,Henrys,Inv Permit   Henrys,07/01/0020,2346 Red Eagle Ct,Silver Spring,POINT (-77.04777 39.088935),-77.04777,39.088935,"39.088935,-77.04777"
2020-06-22,NOP,Authorized,Authorize,06/24/0020,12633 Grey Eagle Ct,Germantown,POINT (-77.261971 39.167162),-77.261971,39.167162,"39.167162,-77.261971"
2020-06-17,PKG,Drive,Drive,06/19/0020,12045 Veirs Mill Rd,Silver Spring,POINT (-77.077374 39.05336),-77.077374,39.05336,"39.05336,-77.077374"
2020-06-16,NOP,Custom,Custom,06/18/0020,18617 Walkers Choice Rd,Montgomery Village,POINT (-77.202856 39.161484),-77.202856,39.161484,"39.161484,-77.202856"
2020-06-23,NOP,Authorized,Authorized,06/25/0020,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"39.040254,-76.995468"
2020-06-27,PKG,Henrys,Henrys,06/29/0020,46 Bureau Dr,Gaithersburg,POINT (-77.216861 39.143804),-77.216861,39.143804,"39.143804,-77.216861"
2020-06-28,NOP,Rbf,Rbf,06/30/0020,1510 Heather Hollow Cir,Silver Spring,POINT (-76.986837 39.04099),-76.986837,39.04099,"39.04099,-76.986837"
2020-06-07,NOP,Authorized,Is         Authorized,07/22/0006,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"39.114884,-77.201438"
2020-06-27,NOP,Speedy,Speedy,06/29/0020,10314 Apple Ridge Rd,Montgomery Village,POINT (-77.214881 39.18302),-77.214881,39.18302,"39.18302,-77.214881"
2020-06-08,PRV,Prestige,Prestige Towing  To  For Prv,08/22/0006,14 S Frederick Ave,Gaithersburg,POINT (-77.197257 39.140275),-77.197257,39.140275,"39.140275,-77.197257"
2020-06-08,NOP,Henrys,Old Permit   Henrys,08/22/0006,21255 Owls Nest Cir,Germantown,POINT (-77.266678 39.205654),-77.266678,39.205654,"39.205654,-77.266678"
2020-06-11,PKG,Authorized,Authorized,11/22/0006,815 Quince Orchard Blvd,Gaithersburg,POINT (-77.229353 39.138563),-77.229353,39.138563,"39.138563,-77.229353"
2020-06-22,NOP,Prestige,Prestige,06/24/0020,3004 Bel Pre Rd,Silver Spring,POINT (-77.062826 39.091315),-77.062826,39.091315,"39.091315,-77.062826"
2020-06-01,NOP,Led,Led,01/22/0006,14136 Grand Pre Rd,Silver Spring,POINT (-77.074991 39.08844),-77.074991,39.08844,"39.08844,-77.074991"
2020-06-26,PKG,Henrys,Reason For Tow   Violation  Tow Co  Henrys   Going To,06/28/0020,9707 Key West Ave,Rockville,POINT (-77.203237 39.104591),-77.203237,39.104591,"39.104591,-77.203237"
2020-06-28,NOP,Diversified,Diversified,06/30/0020,12200 Braxfield Ct,Rockville,POINT (-77.10511 39.058354),-77.10511,39.058354,"39.058354,-77.10511"
2020-06-25,NOP,Speedy,Speedy,06/27/0020,4309 Regalwood Ter,Burtonsville,POINT (-76.919125 39.100425),-76.919125,39.100425,"39.100425,-76.919125"
2020-06-14,NOP,Custom,Custom,06/16/0020,11751 Veirs Mill Rd,Silver Spring,POINT (-77.06989 39.049147),-77.06989,39.049147,"39.049147,-77.06989"
2020-06-09,NOP,Henrys,,09/22/0006,11135 Maryland Manor Ct,Germantown,POINT (-77.228435 39.176229),-77.228435,39.176229,"39.176229,-77.228435"
2020-06-16,NOP,Henrys,Henrys,06/18/0020,3418 Gateshead Manor Way,Silver Spring,POINT (-76.936352 39.078154),-76.936352,39.078154,"39.078154,-76.936352"
2020-06-17,NOP,Prestige,Prestige,06/19/0020,4101 Postgate Ter,Silver Spring,POINT (-77.079155 39.087717),-77.079155,39.087717,"39.087717,-77.079155"
2020-06-20,NOP,Henrys,Henrys,06/22/0020,3932 Bel Pre Rd,Silver Spring,POINT (-77.077178 39.091982),-77.077178,39.091982,"39.091982,-77.077178"
2020-06-29,PRV,Big Tow,Big Tow   No Permit,07/01/0020,7209 Millcrest Ter,Derwood,POINT (-77.146554 39.145382),-77.146554,39.145382,"39.145382,-77.146554"
2020-06-27,PKG,Drive,No Walk Offs   Drive,06/29/0020,901 Stoddard Pl,Silver Spring,POINT (-77.025848 38.988099),-77.025848,38.988099,"38.988099,-77.025848"
2020-06-30,NOP,Henrys,Henrys,07/02/0020,3504 Aston Manor Ct,Silver Spring,POINT (-76.935781 39.079916),-76.935781,39.079916,"39.079916,-76.935781"
2020-06-07,PKG,Diversified,Ovrsized Veh Hoa Rules  Diversified,07/22/0006,5107 Crossfield Ct,Rockville,POINT (-77.102076 39.057306),-77.102076,39.057306,"39.057306,-77.102076"
2020-06-14,PKG,Henrys,Henrys,06/16/0020,1135 University Blvd W,Silver Spring,POINT (-77.031031 39.036672),-77.031031,39.036672,"39.036672,-77.031031"
2020-06-01,NO VISITOR,Henrys,No Vistor Permit   Henrys,01/22/0006,18802 Walkers Choice Rd,Montgomery Village,POINT (-77.204927 39.164385),-77.204927,39.164385,"39.164385,-77.204927"
2020-06-28,PKG,Rickies,Rickies,06/30/0020,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.026693,38.99188,"38.99188,-77.026693"
2020-06-28,NOP,Henrys,Henrys,06/30/0020,3532 Castle Way,Silver Spring,POINT (-76.939659 39.088673),-76.939659,39.088673,"39.088673,-76.939659"
2020-06-01,NOP,Henrys,Henrys,01/22/0006,5101 River Rd,Bethesda,POINT (-77.101841 38.963548),-77.101841,38.963548,"38.963548,-77.101841"
2020-06-17,NOP,Henrys,Henrys,06/19/0020,8830 Piney Branch Rd,Silver Spring,POINT (-76.993067 38.999737),-76.993067,38.999737,"38.999737,-76.993067"
2020-06-18,NOP,A&M,A&M,06/20/0020,51 Longmeadow Dr,Gaithersburg,POINT (-77.228952 39.131584),-77.228952,39.131584,"39.131584,-77.228952"
2020-06-11,PKG,Led,Led,11/22/0006,14114 Grand Pre Rd,Silver Spring,POINT (-77.074799 39.087613),-77.074799,39.087613,"39.087613,-77.074799"
2020-06-29,NOP,Authorized,Authorized Towing,07/01/0020,14120 Weeping Willow Dr,Silver Spring,POINT (-77.06692 39.088854),-77.06692,39.088854,"39.088854,-77.06692"
2020-06-18,PKG,Henrys,Henrys     Spaces,06/20/0020,7902 Badenloch Way,Gaithersburg,POINT (-77.165788 39.1576),-77.165788,39.1576,"39.1576,-77.165788"
2020-06-07,NOP,Other,Rickiess Towing,07/22/0006,254 N Washington St,Rockville,POINT (-77.153713 39.087993),-77.153713,39.087993,"39.087993,-77.153713"
2020-06-01,NOP,Henrys,Blocking Other Vehs   Henrys         Owner Notif,01/22/0006,20223 Red Buckeye Ct,Germantown,POINT (-77.229022 39.187691),-77.229022,39.187691,"39.187691,-77.229022"
2020-06-13,NOP,Henrys,Henrys,06/15/0020,3520 Banquo Dr,Silver Spring,POINT (-77.071075 39.093332),-77.071075,39.093332,"39.093332,-77.071075"
2020-06-10,NOP,Henrys,Reserved   Henrys,10/22/0006,22 Anna Ct,Gaithersburg,POINT (-77.183875 39.145991),-77.183875,39.145991,"39.145991,-77.183875"
2020-06-29,PKG,Led,Led,07/01/0020,19006 Gallop Dr,Germantown,POINT (-77.289566 39.172972),-77.289566,39.172972,"39.172972,-77.289566"
2020-06-29,NOP,Authorize,Authorize,07/01/0020,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"39.114884,-77.201438"
2020-06-08,PKG,Drive,Drive Towing,08/22/0006,11700 Old Columbia Pike,Silver Spring,POINT (-76.979535 39.049239),-76.979535,39.049239,"39.049239,-76.979535"
2020-06-20,NOP,Henrys,Henrys,06/22/0020,11125 Little Fox Ln,Germantown,POINT (-77.229715 39.176713),-77.229715,39.176713,"39.176713,-77.229715"
2020-06-10,NOP,Drive,Drive,10/22/0006,1801 Hampshire Green Ln,Silver Spring,POINT (-76.974173 39.015179),-76.974173,39.015179,"39.015179,-76.974173"
2020-06-14,NOP,Henrys,Henrys,06/16/0020,3728 Capulet Ter,Silver Spring,POINT (-77.074043 39.093697),-77.074043,39.093697,"39.093697,-77.074043"
2020-06-07,NOP,,Rickies Towing,07/22/0006,8610 Flower Ave,Takoma Park,POINT (-77.003595 38.998228),-77.003595,38.998228,"38.998228,-77.003595"
2020-06-06,NOP,Authorized,Authorized Towing,06/22/0006,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"39.083117,-76.942666"
2020-06-02,NOP,Authorized,Authorized,02/22/0006,14120 Weeping Willow Dr,Silver Spring,POINT (-77.06692 39.088854),-77.06692,39.088854,"39.088854,-77.06692"
2020-06-27,PRV,Speedy,Speedy Towing,06/29/0020,13128 Wonderland Way,Germantown,POINT (-77.273195 39.155244),-77.273195,39.155244,"39.155244,-77.273195"
2020-06-23,ECC,Speedy,Speedy,06/25/0020,18100 Chalet Dr,Germantown,POINT (-77.274194 39.153941),-77.274194,39.153941,"39.153941,-77.274194"
2020-06-10,PRV,Presitige,Prestige Towing   No Permit,10/22/0006,11820 Eton Manor Dr,Germantown,POINT (-77.247531 39.196954),-77.247531,39.196954,"39.196954,-77.247531"
2020-06-16,PRV,Henrys,Henrys Towing   No Permit,06/18/0020,19620 Waters Rd,Germantown,POINT (-77.273106 39.177902),-77.273106,39.177902,"39.177902,-77.273106"
2020-06-30,FIRE,,Henrys          Fire Lane,07/02/0020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-06-15,PKG,Henrys,Henrys    Unauth,06/17/0020,18250 Flower Hill Way,Gaithersburg,POINT (-77.164575 39.155414),-77.164575,39.155414,"39.155414,-77.164575"
2020-06-13,NOP,Authorized,Authorized,06/15/0020,19757 Crystal Rock Dr,Germantown,POINT (-77.261484 39.179888),-77.261484,39.179888,"39.179888,-77.261484"
2020-06-25,EXP,Authorized,Authorized,06/27/0020,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"39.081748,-76.944438"
2020-06-13,NOP,Rickies,Rickies,06/15/0020,951 Bonifant St,Silver Spring,POINT (-77.025801 38.993659),-77.025801,38.993659,"38.993659,-77.025801"
2020-06-09,PKG,Henrys,Henrys Wreckers   Veh In Two Spaces,09/22/0006,704 Sunny Brook Ter,Gaithersburg,POINT (-77.1769 39.15276),-77.1769,39.15276,"39.15276,-77.1769"
2020-06-29,NOP,Speedy,Speedy,07/01/0020,8115 Fenton St,Silver Spring,POINT (-77.024011 38.991211),-77.024011,38.991211,"38.991211,-77.024011"
2020-06-16,NOP,Rickies,Rickies,06/18/0020,8730 Carroll Ave,Silver Spring,POINT (-76.991225 38.998622),-76.991225,38.998622,"38.998622,-76.991225"
2020-06-16,NOP,Speedy,,06/18/0020,4301 Thistlewood Ter,Burtonsville,POINT (-76.921386 39.100464),-76.921386,39.100464,"39.100464,-76.921386"
2020-06-27,NOP,Henrys,Inv Permit   Henrys,06/29/0020,18802 Walkers Choice Rd,Montgomery Village,POINT (-77.204927 39.164385),-77.204927,39.164385,"39.164385,-77.204927"
2020-06-25,NOP,Authorized,Authorized,06/27/0020,11141 Georgia Ave,Silver Spring,POINT (-77.050425 39.03767),-77.050425,39.03767,"39.03767,-77.050425"
2020-06-20,PKG,Other,Dvrsfd,06/22/0020,4716 Bradley Blvd,Chevy Chase,POINT (-77.092317 38.977714),-77.092317,38.977714,"38.977714,-77.092317"
2020-06-16,PKG,Henrys,Handicap   Henrys,06/18/0020,18622 Walkers Choice Rd,Montgomery Village,POINT (-77.203129 39.161556),-77.203129,39.161556,"39.161556,-77.203129"
2020-06-26,PKG,Authorized,Authorized,06/28/0020,12628 Grey Eagle Ct,Germantown,POINT (-77.261873 39.167072),-77.261873,39.167072,"39.167072,-77.261873"
2020-06-08,PRK,Henrys,Henry,08/22/0006,21259 Owls Nest Cir,Germantown,POINT (-77.266685 39.205653),-77.266685,39.205653,"39.205653,-77.266685"
2020-06-24,NOP,Authorized,Authorized Towing (),06/26/0020,2006 Baltimore Rd,Rockville,POINT (-77.118366 39.084681),-77.118366,39.084681,"39.084681,-77.118366"
2020-06-20,NOP,Henrys,Reason  Henrys,06/22/0020,4114 Peppertree Ln,Silver Spring,POINT (-77.072478 39.089863),-77.072478,39.089863,"39.089863,-77.072478"
2020-06-03,NOP,Big Tow,Big Tow,03/22/0006,7005 Clarendon Rd,Bethesda,POINT (-77.10079 38.980494),-77.10079,38.980494,"38.980494,-77.10079"
2020-06-30,NOP,Authorized,Authorized,07/02/0020,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"39.114884,-77.201438"
2020-06-30,PRV,Henrys,Henrys,07/02/0020,12911 Big Horn Dr,Silver Spring,POINT (-76.939705 39.066888),-76.939705,39.066888,"39.066888,-76.939705"
2020-06-11,PKG,Bigtow,Bigtow   Ill,11/22/0006,14115 Yorkshire Woods Dr,Silver Spring,POINT (-77.077819 39.087146),-77.077819,39.087146,"39.087146,-77.077819"
2020-06-08,NOP,Authorized,Authorized,08/22/0006,8021 Georgia Ave,Silver Spring,POINT (-77.026573 38.987758),-77.026573,38.987758,"38.987758,-77.026573"
2020-06-26,NOP,Drive,Drive   No P,06/28/0020,9306 Piney Branch Rd,Silver Spring,POINT (-76.985748 39.002932),-76.985748,39.002932,"39.002932,-76.985748"
2020-06-13,NOP,Rickies,()    Rickies  No P,06/15/0020,439 N Frederick Ave,Gaithersburg,POINT (-77.205578 39.14723),-77.205578,39.14723,"39.14723,-77.205578"
2020-06-22,NO HANDICAP PERMIT,Henrys,No Handicap Permit   Henrys,06/24/0020,604 Sunny Brook Ter,Gaithersburg,POINT (-77.1761 39.15282),-77.1761,39.15282,"39.15282,-77.1761"
2020-06-10,NOP,Authorized,Authorized,10/22/0006,14120 Weeping Willow Dr,Silver Spring,POINT (-77.06692 39.088854),-77.06692,39.088854,"39.088854,-77.06692"
2020-06-19,NOP,Henrys,Henrys,06/21/0020,2350 Red Eagle Ct,Silver Spring,POINT (-77.047779 39.088663),-77.047779,39.088663,"39.088663,-77.047779"
2020-06-01,NOP,Authorized,Reason  Authorized,01/22/0006,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"39.040254,-76.995468"
2020-06-04,PKG,Henrys,Henrys,04/22/0006,20214 Maple Leaf Ct,Montgomery Village,POINT (-77.204527 39.187649),-77.204527,39.187649,"39.187649,-77.204527"
2020-06-18,PKG,Speedy,Wrong Permit   Speedy,06/20/0020,14013 Valleyfield Dr,Silver Spring,POINT (-77.056427 39.104876),-77.056427,39.104876,"39.104876,-77.056427"
2020-06-20,NOP,Big Tow,Big Tow,06/22/0020,19309 Club House Rd,Montgomery Village,POINT (-77.201793 39.173658),-77.201793,39.173658,"39.173658,-77.201793"
2020-06-02,NOP,Authorized,Authorized,02/22/0006,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"39.083117,-76.942666"
2020-06-16,NOP,Speedy,,06/18/0020,18003 Calabar Dr,Gaithersburg,POINT (-77.16428 39.150339),-77.16428,39.150339,"39.150339,-77.16428"
2020-06-30,NOP,Henrys,No Perm   Henrys,07/02/0020,15604 Marathon Cir,Gaithersburg,POINT (-77.196789 39.112899),-77.196789,39.112899,"39.112899,-77.196789"
2020-06-29,PKG,Tc L,Authorized,07/01/0020,18700 Walkers Choice Rd,Montgomery Village,POINT (-77.204355 39.163498),-77.204355,39.163498,"39.163498,-77.204355"
2020-06-04,PKG,Authorized,Authorized,04/22/0006,14120 Weeping Willow Dr,Silver Spring,POINT (-77.06692 39.088854),-77.06692,39.088854,"39.088854,-77.06692"
2020-06-13,EXP,Drive,Drive   Exp,06/15/0020,7333 New Hampshire Ave,Takoma Park,POINT (-76.988474 38.982437),-76.988474,38.982437,"38.982437,-76.988474"
2020-06-14,NOP,Henrys,Reason  Henrys,06/16/0020,7901 Badenloch Way,Gaithersburg,POINT (-77.165158 39.157524),-77.165158,39.157524,"39.157524,-77.165158"
2020-06-19,NOP,Drive,,06/21/0020,1801 Hampshire Green Ln,Silver Spring,POINT (-76.974173 39.015179),-76.974173,39.015179,"39.015179,-76.974173"
2020-06-27,NOP,Henrys,Henrys,06/29/0020,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"39.052973,-77.1192"
2020-06-03,FIRE,Am Towing,A&M (),03/22/0006,11500 Pittsford Glen Way,Silver Spring,POINT (-76.981906 39.045891),-76.981906,39.045891,"39.045891,-76.981906"
2020-06-18,EXP,,Authorized,06/20/0020,13831 Castle Blvd,Silver Spring,POINT (-76.942666 39.083117),-76.942666,39.083117,"39.083117,-76.942666"
2020-06-18,NOP,Henrys,Henrys,06/20/0020,7902 Badenloch Way,Gaithersburg,POINT (-77.165788 39.1576),-77.165788,39.1576,"39.1576,-77.165788"
2020-06-26,NOP,Prestige,Prestige,06/28/0020,14301 Georgia Ave,Silver Spring,POINT (-77.079771 39.090489),-77.079771,39.090489,"39.090489,-77.079771"
2020-06-24,PKG,Rickies,Rickies,06/26/0020,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.026693,38.99188,"38.99188,-77.026693"
2020-06-23,NOP,Authorized,Authorized,06/25/0020,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"39.081748,-76.944438"
2020-06-23,NOP,Drive,Drive,06/25/0020,1801 Hampshire Green Ln,Silver Spring,POINT (-76.974173 39.015179),-76.974173,39.015179,"39.015179,-76.974173"
2020-06-29,NOP,Speedy,Speedy,07/01/0020,8615 Fenton St,Silver Spring,POINT (-77.027717 38.997959),-77.027717,38.997959,"38.997959,-77.027717"
2020-06-17,FIRE,Henrys,Fire   Henrys,06/19/0020,270 W Deer Park Rd,Gaithersburg,POINT (-77.202438 39.132429),-77.202438,39.132429,"39.132429,-77.202438"
2020-06-17,DAV,Henrys,Henrys   Inoperable Veh,06/19/0020,3976 Bel Pre Rd,Silver Spring,POINT (-77.077188 39.091983),-77.077188,39.091983,"39.091983,-77.077188"
2020-06-10,NOP,Henrys,Henrys,10/22/0006,3500 Aston Manor Ct,Silver Spring,POINT (-76.935717 39.080047),-76.935717,39.080047,"39.080047,-76.935717"
2020-06-12,NOP,Authorized,Authorized,12/22/0006,2213 Shorefield Rd,Silver Spring,POINT (-77.047824 39.053046),-77.047824,39.053046,"39.053046,-77.047824"
2020-06-04,FIRE,Prestige,Prestige,04/22/0006,101 Park Ave,Gaithersburg,POINT (-77.195077 39.144489),-77.195077,39.144489,"39.144489,-77.195077"
2020-06-24,FIRE,Prestige,Prestige,06/26/0020,18205 Lost Knife Cir,Montgomery Village,POINT (-77.203254 39.157188),-77.203254,39.157188,"39.157188,-77.203254"
2020-06-08,NOP,Henrys,Tow Driver Adv    Old Permit Henrys,08/22/0006,12946 Boggy Trail Way,Germantown,POINT (-77.267979 39.205971),-77.267979,39.205971,"39.205971,-77.267979"
2020-06-15,NOP,Auburn,Reserved   Auburn,06/17/0020,374 N Summit Ave,Gaithersburg,POINT (-77.193068 39.149053),-77.193068,39.149053,"39.149053,-77.193068"
2020-06-12,PKG,Prestige,Private Prop   Prestige,12/22/0006,418 Allied Pl,Gaithersburg,POINT (-77.191331 39.150811),-77.191331,39.150811,"39.150811,-77.191331"
2020-06-24,NOP,Henrys,Henrys,06/26/0020,11125 Maryland Manor Ct,Germantown,POINT (-77.228375 39.176153),-77.228375,39.176153,"39.176153,-77.228375"
2020-06-17,NOP,Rickies,Rickies,06/19/0020,3111 Hewitt Ave,Silver Spring,POINT (-77.063733 39.079867),-77.063733,39.079867,"39.079867,-77.063733"
2020-06-16,NOP,Rickies,Rickies,06/18/0020,8730 Carroll Ave,Silver Spring,POINT (-76.991225 38.998622),-76.991225,38.998622,"38.998622,-76.991225"
2020-06-28,EXP,Authorized,Exp  Authorized,06/30/0020,19757 Crystal Rock Dr,Germantown,POINT (-77.261484 39.179888),-77.261484,39.179888,"39.179888,-77.261484"
2020-06-06,NOP,,Prestiege,06/22/0006,19860 Century Blvd,Germantown,POINT (-77.26558 39.181866),-77.26558,39.181866,"39.181866,-77.26558"
2020-06-02,NOP,Authorized,Authorized,02/22/0006,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"39.114884,-77.201438"
2020-06-12,P,Drive,Np   Drive,12/22/0006,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"38.992475,-77.028565"
2020-06-25,NOP,Henrys,Henrys,06/27/0020,17800 Buehler Rd,Olney,POINT (-77.06334 39.149213),-77.06334,39.149213,"39.149213,-77.06334"
2020-06-02,NOP,Henrys,Henrys,02/22/0006,19230 Wheatfield Ter,Gaithersburg,POINT (-77.229839 39.171211),-77.229839,39.171211,"39.171211,-77.229839"
2020-06-14,NOP,Speedy,Speedy,06/16/0020,17915 Calabar Dr,Gaithersburg,POINT (-77.164519 39.149887),-77.164519,39.149887,"39.149887,-77.164519"
2020-06-19,FIRE,Henrys,Henrys,06/21/0020,9910 Maple Leaf Dr,Montgomery Village,POINT (-77.203813 39.186976),-77.203813,39.186976,"39.186976,-77.203813"
2020-06-04,PKG,A&M,Reserved   A&M,04/22/0006,19001 Grotto Ln,Germantown,POINT (-77.267743 39.168168),-77.267743,39.168168,"39.168168,-77.267743"
2020-06-30,PKG,,Henrys      To,07/02/0020,18620 Walkers Choice Rd,Montgomery Village,POINT (-77.203047 39.161534),-77.203047,39.161534,"39.161534,-77.203047"
2020-06-03,EXP PKG PERMIT,Henrys,Exp  Permit Henrys,03/22/0006,18710 Walkers Choice Rd,Montgomery Village,POINT (-77.204414 39.163187),-77.204414,39.163187,"39.163187,-77.204414"
2020-06-30,PKG,Hernys,Stored Vehicle No Movement In  Days  Hernys,07/02/0020,21043 Sojourn Ct,Germantown,POINT (-77.263843 39.203852),-77.263843,39.203852,"39.203852,-77.263843"
2020-06-15,NOP,Authorized,Authorized,06/17/0020,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"39.040254,-76.995468"
2020-06-03,PKG,Drive,Pakred In Handicap  Drive,03/22/0006,8664 Piney Branch Rd,Silver Spring,POINT (-76.999319 38.998625),-76.999319,38.998625,"38.998625,-76.999319"
2020-06-20,NOP,,Is    No   Henrys      To,06/22/0020,9707 Key West Ave,Rockville,POINT (-77.203237 39.104591),-77.203237,39.104591,"39.104591,-77.203237"
2020-06-29,NOP,Henrys,Henrys Towing  To  For,07/01/0020,19306 Elderberry Ter,Germantown,POINT (-77.2436 39.172618),-77.2436,39.172618,"39.172618,-77.2436"
2020-06-18,PKG,Big Tow Towing,Handicap Violation   Big Tow,06/20/0020,7001 Clarendon Rd,Bethesda,POINT (-77.100817 38.980184),-77.100817,38.980184,"38.980184,-77.100817"
2020-06-26,PKG,Henrys,Invalid Perm   Henrys,06/28/0020,12914 Boggy Trail Way,Germantown,POINT (-77.267641 39.205648),-77.267641,39.205648,"39.205648,-77.267641"
2020-06-10,TRF,Drive,Altered Permit     Drive,10/22/0006,1701 Hampshire Green Ln,Silver Spring,POINT (-76.976016 39.015571),-76.976016,39.015571,"39.015571,-76.976016"
2020-06-29,NOP,Speedy,Speedy,07/01/0020,4200 Crosswood Dr,Burtonsville,POINT (-76.924411 39.097079),-76.924411,39.097079,"39.097079,-76.924411"
2020-06-06,NOP,Henrys,Henrys,06/22/0006,14523 Dunsinane Ter,Silver Spring,POINT (-77.073971 39.094915),-77.073971,39.094915,"39.094915,-77.073971"
2020-06-02,NOP,Henrys,Henrys,02/22/0006,18915 Smoothstone Way,Montgomery Village,POINT (-77.209211 39.166841),-77.209211,39.166841,"39.166841,-77.209211"
2020-06-06,NOP,Diversified,No Visitors Pass      Diversified,06/22/0006,5401 Westbard Ave,Bethesda,POINT (-77.106682 38.963948),-77.106682,38.963948,"38.963948,-77.106682"
2020-06-15,PKG,Henrys,Henrys,06/17/0020,26050 Woodfield Rd,Damascus,POINT (-77.201886 39.284174),-77.201886,39.284174,"39.284174,-77.201886"
2020-06-16,NOP,Henrys,Henrys,06/18/0020,4100 Peppertree Ln,Silver Spring,POINT (-77.072478 39.089863),-77.072478,39.089863,"39.089863,-77.072478"
2020-06-11,EXP,Henrys,Henrys,11/22/0006,3200 Spartan Rd,Olney,POINT (-77.063785 39.149886),-77.063785,39.149886,"39.149886,-77.063785"
2020-06-03,NOP,Authorized,Authorized,03/22/0006,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"39.040254,-76.995468"
2020-06-09,PKG,Drive,Np  Drive,09/22/0006,525 Southampton Dr,Silver Spring,POINT (-76.985394 39.006458),-76.985394,39.006458,"39.006458,-76.985394"
2020-06-23,NOP,Authorized,Authorized,06/25/0020,3616 Pear Tree Ct,Silver Spring,POINT (-77.07161 39.091147),-77.07161,39.091147,"39.091147,-77.07161"
2020-06-08,NOP,Henrys,Henrys,08/22/0006,21207 Lake Spray Ter,Germantown,POINT (-77.266294 39.206353),-77.266294,39.206353,"39.206353,-77.266294"
2020-06-05,PKG,,Rbf Towing,05/22/0006,811 Sligo Ave,Silver Spring,POINT (-77.022984 38.990173),-77.022984,38.990173,"38.990173,-77.022984"
2020-06-27,NOP,Drive,Drive,06/29/0020,8670 Piney Branch Rd,Silver Spring,POINT (-76.999114 38.998657),-76.999114,38.998657,"38.998657,-76.999114"
2020-06-12,NOP,Prestige,Prestige,12/22/0006,25 School Dr,Gaithersburg,POINT (-77.212569 39.119317),-77.212569,39.119317,"39.119317,-77.212569"
2020-06-16,NOP,Authorized,Authorized,06/18/0020,14120 Weeping Willow Dr,Silver Spring,POINT (-77.06692 39.088854),-77.06692,39.088854,"39.088854,-77.06692"
2020-06-04,NOP,Authorized,Authorized,04/22/0006,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"39.040254,-76.995468"
2020-06-07,NOP,Other,Rickiess Towing,07/22/0006,2314 Blueridge Ave,Silver Spring,POINT (-77.049348 39.043091),-77.049348,39.043091,"39.043091,-77.049348"
2020-06-14,PKG,Henrys,Permitted Henrys    Ram Promaster,06/16/0020,3638 Castle Ter,Silver Spring,POINT (-76.937755 39.089111),-76.937755,39.089111,"39.089111,-76.937755"
2020-06-13,PRV,Henrys,Henrys Wreckers,06/15/0020,20 Anna Ct,Gaithersburg,POINT (-77.183891 39.146021),-77.183891,39.146021,"39.146021,-77.183891"
2020-06-27,FIRE,Henrys,Henrys,06/29/0020,20403 Shadow Oak Ct,Montgomery Village,POINT (-77.200829 39.191234),-77.200829,39.191234,"39.191234,-77.200829"
2020-06-23,NOP,Authorized,Authorized,06/25/0020,3626 Pear Tree Ct,Silver Spring,POINT (-77.071511 39.091306),-77.071511,39.091306,"39.091306,-77.071511"
2020-06-13,NOP,Henrys,Henrys,06/15/0020,19520 Waters Rd,Germantown,POINT (-77.273136 39.175905),-77.273136,39.175905,"39.175905,-77.273136"
2020-06-20,NOP,Authorized,Authorized,06/22/0020,3310 Teagarden Cir,Silver Spring,POINT (-76.944438 39.081748),-76.944438,39.081748,"39.081748,-76.944438"
2020-06-17,NOP,,Henrys,06/19/0020,501 King Farm Blvd,Rockville,POINT (-77.174184 39.112954),-77.174184,39.112954,"39.112954,-77.174184"
