tow_date,tow_reason,storage_company,notes,incident_date,street,city,geo_location,longitude,latitude,location
2020-02-03,RESERVED SPOT,Am Towing,Reserved Spot   A&M Towing,02/03/2020,19158 Partridge Wood Dr,Germantown,POINT (-77.256778 39.167205),-77.256778,39.167205,"39.167205,-77.256778"
2020-02-24,FIRE,Diversified,Diversified Towing    Btl,02/24/2020,12207 Academy Way,Rockville,POINT (-77.107071 39.056717),-77.107071,39.056717,"39.056717,-77.107071"
2020-02-14,FIRE,Henrys,Henrys,02/14/2020,9801 Brookridge Ct,Montgomery Village,POINT (-77.202546 39.188164),-77.202546,39.188164,"39.188164,-77.202546"
2020-02-18,NOP,Henrys,Henrys,02/18/2020,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"39.052973,-77.1192"
2020-02-23,PKG,Rickies,Rickies Towing,02/23/2020,7900 Fenton St,Silver Spring,POINT (-77.023872 38.989055),-77.023872,38.989055,"38.989055,-77.023872"
2020-02-01,NOP,A&M,A&M Towing,02/01/2020,12845 Climbing Ivy Dr,Germantown,POINT (-77.266264 39.165924),-77.266264,39.165924,"39.165924,-77.266264"
2020-02-07,NOP,Led,Improper Permit  Led,02/07/2020,14140 Grand Pre Rd,Silver Spring,POINT (-77.075059 39.088578),-77.075059,39.088578,"39.088578,-77.075059"
2020-02-15,NOP,Speedy,Speedy Towing    Back To,02/15/2020,18010 Chalet Dr,Germantown,POINT (-77.272917 39.154777),-77.272917,39.154777,"39.154777,-77.272917"
2020-02-17,FIRE,Prestigue,Fire  Prestigue,02/17/2020,1970 Rosemary Hills Dr,Silver Spring,POINT (-77.042077 38.999696),-77.042077,38.999696,"38.999696,-77.042077"
2020-02-29,PRV,Henrys,Private   Henrys Wrecker Service,02/29/2020,9804 Walker House Rd,Montgomery Village,POINT (-77.206746 39.162854),-77.206746,39.162854,"39.162854,-77.206746"
2020-02-28,PKG,Henrys,No Commercial Pking   Henrys,02/28/2020,2423 Lyttonsville Rd,Silver Spring,POINT (-77.050897 38.999713),-77.050897,38.999713,"38.999713,-77.050897"
2020-02-06,NOP,Henrys,Henrys        Owner Notif,02/06/2020,8750 Georgia Ave,Silver Spring,POINT (-77.03075 38.99838),-77.03075,38.99838,"38.99838,-77.03075"
2020-02-11,REPO,Greenwood,Greenwood Recovery        Financial Co  Ford Motor Credit,02/11/2020,4105 Postgate Ter,Silver Spring,POINT (-77.07917 39.087796),-77.07917,39.087796,"39.087796,-77.07917"
2020-02-26,REPO,,American Credit Acceptance      The Lender Advantage,02/26/2020,13199 Millhaven Pl,Germantown,POINT (-77.275667 39.149816),-77.275667,39.149816,"39.149816,-77.275667"
2020-02-21,PKG,Henrys,Toyt Chr  Henrys Tow  Visotor Violation,02/21/2020,7500 Spring Lake Dr,Bethesda,POINT (-77.152171 39.026405),-77.152171,39.026405,"39.026405,-77.152171"
2020-02-24,REPO,,()    Lender Advantage   Owner Olajide   Financial Services,02/24/2020,3205 Whispering Pines Dr,Silver Spring,POINT (-77.065154 39.088292),-77.065154,39.088292,"39.088292,-77.065154"
2020-02-19,NO LADDER RACKS,Henrys,No Ladder Racks Permitted   Henrys,02/19/2020,3801 Dunsinane Dr,Silver Spring,POINT (-77.076401 39.09531),-77.076401,39.09531,"39.09531,-77.076401"
2020-02-02,NOP,Henrys,Henrys,02/02/2020,40 Nina Ct,Gaithersburg,POINT (-77.181556 39.144692),-77.181556,39.144692,"39.144692,-77.181556"
2020-02-15,PKG,A&M,No Commercial   A&M Towing        Owner Notif,02/15/2020,19101 Cherry Bend Dr,Germantown,POINT (-77.269587 39.168578),-77.269587,39.168578,"39.168578,-77.269587"
2020-02-12,NOP,Henrys,Henrys,02/12/2020,8010 Gramercy Blvd,Derwood,POINT (-77.164646 39.124098),-77.164646,39.124098,"39.124098,-77.164646"
2020-02-23,FIRE,Rickies,Rickies,02/23/2020,7667 Maple Ave,Takoma Park,POINT (-77.005497 38.983854),-77.005497,38.983854,"38.983854,-77.005497"
2020-02-03,PKG,Henrys,Henrys   Calledd In By Prop Manager,02/03/2020,13800 Outlet Dr,Silver Spring,POINT (-76.946836 39.082475),-76.946836,39.082475,"39.082475,-76.946836"
2020-02-25,NOP,Henrys,Henrys,02/25/2020,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"39.052973,-77.1192"
2020-02-16,NOP,Prestige,Prestige,02/16/2020,4101 Postgate Ter,Silver Spring,POINT (-77.079155 39.087717),-77.079155,39.087717,"39.087717,-77.079155"
2020-02-05,PRV,Prestige,Private Propery,02/05/2020,13515 Georgia Ave,Silver Spring,POINT (-77.071963 39.078511),-77.071963,39.078511,"39.078511,-77.071963"
2020-02-17,NOP,Prestige,Prestige,02/17/2020,780 Quince Orchard Blvd,Gaithersburg,POINT (-77.228804 39.139742),-77.228804,39.139742,"39.139742,-77.228804"
2020-02-03,NOP,Authorized,Authorized,02/03/2020,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"39.040254,-76.995468"
2020-02-17,NOP,Authorize,Authorize Tow,02/17/2020,3532 Pear Tree Ct,Silver Spring,POINT (-77.070617 39.090123),-77.070617,39.090123,"39.090123,-77.070617"
2020-02-14,PKG,Prestige,,02/14/2020,1974 Rosemary Hills Dr,Silver Spring,POINT (-77.042086 38.999405),-77.042086,38.999405,"38.999405,-77.042086"
2020-02-16,NOP,Authorized,No Perm   Authorized,02/16/2020,11616 Stewart Ln,Silver Spring,POINT (-76.985214 39.045658),-76.985214,39.045658,"39.045658,-76.985214"
2020-02-07,PRV,Prestige,Property   Prestige,02/07/2020,429 W Diamond Ave,Gaithersburg,POINT (-77.208879 39.14042),-77.208879,39.14042,"39.14042,-77.208879"
2020-02-07,NOP,Henrys,No Handi Perm   Henrys,02/07/2020,2401 Lyttonsville Rd,Silver Spring,POINT (-77.050459 38.999952),-77.050459,38.999952,"38.999952,-77.050459"
2020-02-29,NOP,Prestige,Prestige,02/29/2020,340 N Summit Ave,Gaithersburg,POINT (-77.193032 39.149194),-77.193032,39.149194,"39.149194,-77.193032"
2020-02-23,PRV,Auburn,Auburn,02/23/2020,1100 Rockville Pike,Rockville,POINT (-77.132681 39.071678),-77.132681,39.071678,"39.071678,-77.132681"
2020-02-28,PKG,Henrys,Henrys,02/28/2020,18849 Bent Willow Cir,Germantown,POINT (-77.259649 39.165992),-77.259649,39.165992,"39.165992,-77.259649"
2020-02-07,NOP,Henrys,Overnight  Henrys,02/07/2020,113 Ellington Blvd,Gaithersburg,POINT (-77.204168 39.115574),-77.204168,39.115574,"39.115574,-77.204168"
2020-02-09,NOP,Prestige,Prestige,02/09/2020,3004 Bel Pre Rd,Silver Spring,POINT (-77.062826 39.091315),-77.062826,39.091315,"39.091315,-77.062826"
2020-02-20,RESERVED PKG,Rickys,Reserved  Rickies,02/20/2020,19363 Circle Gate Dr,Germantown,POINT (-77.267875 39.172437),-77.267875,39.172437,"39.172437,-77.267875"
2020-02-20,NOP,Big,Big Tow,02/20/2020,9904 Ridgeline Dr,Montgomery Village,POINT (-77.204813 39.174983),-77.204813,39.174983,"39.174983,-77.204813"
2020-02-28,PKG,Prestige,No Comm Veh  Prestige,02/28/2020,11550 Stewart Ln,Silver Spring,POINT (-76.984139 39.045308),-76.984139,39.045308,"39.045308,-76.984139"
2020-02-02,NOP,Prestige,Pvp   Prestige,02/02/2020,925 Clopper Rd,Gaithersburg,POINT (-77.22689 39.145229),-77.22689,39.145229,"39.145229,-77.22689"
2020-02-22,NOP,Auburn,*Toyt Chr*     Auburn,02/22/2020,13003 Thyme Ct,Germantown,POINT (-77.269476 39.163247),-77.269476,39.163247,"39.163247,-77.269476"
2020-02-07,EXP,Drive,No Disp Current Tags   Drive,02/07/2020,618 Beacon Rd,Silver Spring,POINT (-76.984411 39.006491),-76.984411,39.006491,"39.006491,-76.984411"
2020-02-07,PRV,Prestige,Prop   Prestige,02/07/2020,4101 Postgate Ter,Silver Spring,POINT (-77.079155 39.087717),-77.079155,39.087717,"39.087717,-77.079155"
2020-02-04,NOP,Custom Towing,Custom,02/04/2020,10501 Montrose Ave,Bethesda,POINT (-77.095539 39.029161),-77.095539,39.029161,"39.029161,-77.095539"
2020-02-04,REPO,Final Notice,American Credit Acceptance,02/04/2020,8853 Welbeck Way,Montgomery Village,POINT (-77.183206 39.187171),-77.183206,39.187171,"39.187171,-77.183206"
2020-02-29,FIRE,Henrys,Fire    Henrys         No Vin,02/29/2020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-02-26,NOP,Henrys,Does Not Have     Henrys,02/26/2020,7001 Arlington Rd,Bethesda,POINT (-77.098373 38.979891),-77.098373,38.979891,"38.979891,-77.098373"
2020-02-02,EXPIRIED VISITOR PERMIT,Prestige,Exp Visitor Permit   Prestige,02/02/2020,4101 Postgate Ter,Silver Spring,POINT (-77.079155 39.087717),-77.079155,39.087717,"39.087717,-77.079155"
2020-02-04,PKG,Henrys,Henrys,02/04/2020,8500 16Th St,Silver Spring,POINT (-77.036569 38.996476),-77.036569,38.996476,"38.996476,-77.036569"
2020-02-17,PKG,Authorized,Authorized        Not,02/17/2020,2201 Shorefield Rd,Silver Spring,POINT (-77.047753 39.053046),-77.047753,39.053046,"39.053046,-77.047753"
2020-02-02,PARED IN HANDICAPP,Henrys,Parkd In Handicapp   Henrys,02/02/2020,1531 W Falkland Ln,Silver Spring,POINT (-77.035293 38.994836),-77.035293,38.994836,"38.994836,-77.035293"
2020-02-22,FIRE,A&M,A&M,02/22/2020,35 Carona Ct,Silver Spring,POINT (-77.022508 39.100991),-77.022508,39.100991,"39.100991,-77.022508"
2020-02-08,NOP,Prestige,Prestige,02/08/2020,17041 Downing St,Gaithersburg,POINT (-77.208166 39.136255),-77.208166,39.136255,"39.136255,-77.208166"
2020-02-14,PKG,,Henrys,02/14/2020,9719 Traville Gateway Dr,Rockville,POINT (-77.20405 39.091546),-77.20405,39.091546,"39.091546,-77.20405"
2020-02-29,NOP,Drive,Drive        Owner Notified,02/29/2020,8654 Piney Branch Rd,Silver Spring,POINT (-76.999755 38.998568),-76.999755,38.998568,"38.998568,-76.999755"
2020-02-15,NOP,Henrys,Henrys        Altered Permit,02/15/2020,10312 Strathmore Hall St,Rockville,POINT (-77.101978 39.026094),-77.101978,39.026094,"39.026094,-77.101978"
2020-02-06,REPO,Other,By Capital One,02/06/2020,3749 Everton St,Silver Spring,POINT (-77.074605 39.058385),-77.074605,39.058385,"39.058385,-77.074605"
2020-02-02,NOP,Led,Led,02/02/2020,14116 Grand Pre Rd,Silver Spring,POINT (-77.074822 39.087686),-77.074822,39.087686,"39.087686,-77.074822"
2020-02-24,NOP,,Big Tow,02/24/2020,406 Girard St,Gaithersburg,POINT (-77.186038 39.148146),-77.186038,39.148146,"39.148146,-77.186038"
2020-02-18,REPO,Etc,Tide Water Finance Company        Etc Recovery,02/18/2020,34 Cross Country Ct,Gaithersburg,POINT (-77.180755 39.162878),-77.180755,39.162878,"39.162878,-77.180755"
2020-02-12,PRV,,Private Property      Prestige   To,02/12/2020,17041 Downing St,Gaithersburg,POINT (-77.208166 39.136255),-77.208166,39.136255,"39.136255,-77.208166"
2020-02-08,PKG,Authorized,Authorized (),02/08/2020,2407 University Blvd W,Silver Spring,POINT (-77.050372 39.041677),-77.050372,39.041677,"39.041677,-77.050372"
2020-02-11,NOP,Henrys,Henrys,02/11/2020,18832 Bent Willow Cir,Germantown,POINT (-77.259605 39.165687),-77.259605,39.165687,"39.165687,-77.259605"
2020-02-07,PRV,Prestige,Prestige,02/07/2020,18205 Lost Knife Cir,Montgomery Village,POINT (-77.203254 39.157188),-77.203254,39.157188,"39.157188,-77.203254"
2020-02-25,ABN,Auburn,Auburn Tow  Property,02/25/2020,10400 Old Georgetown Rd,Bethesda,POINT (-77.126068 39.025879),-77.126068,39.025879,"39.025879,-77.126068"
2020-02-20,NOP,Henrys,Henrys,02/20/2020,3610 Alpen Green Way,Burtonsville,POINT (-76.935218 39.097111),-76.935218,39.097111,"39.097111,-76.935218"
2020-02-03,NOP,A&M,A&M Towing,02/03/2020,12500 Laurel Grove Pl,Germantown,POINT (-77.259715 39.168915),-77.259715,39.168915,"39.168915,-77.259715"
2020-02-20,PKG,Speedy,Speedy        Reserved,02/20/2020,18020 Chalet Dr,Germantown,POINT (-77.272917 39.154777),-77.272917,39.154777,"39.154777,-77.272917"
2020-02-27,REPO,Final Notice,Allied Bank,02/27/2020,8860 Piney Branch Rd,Silver Spring,POINT (-76.991941 38.999771),-76.991941,38.999771,"38.999771,-76.991941"
2020-02-05,PRV,Auburn Towing,Prop   Auburn,02/05/2020,10400 Old Georgetown Rd,Bethesda,POINT (-77.126068 39.025879),-77.126068,39.025879,"39.025879,-77.126068"
2020-02-10,FIRE,Henrys,Henrys,02/10/2020,9039 Sligo Creek Pkwy,Silver Spring,POINT (-77.014011 39.003407),-77.014011,39.003407,"39.003407,-77.014011"
2020-02-07,NOP,Henrys,Henrys,02/07/2020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-02-19,NOP,Henrys,Henrys,02/19/2020,14500 Macbeth Dr,Silver Spring,POINT (-77.069788 39.093737),-77.069788,39.093737,"39.093737,-77.069788"
2020-02-04,PKG,Henrys,Henrys,02/04/2020,45 Bralan Ct,Gaithersburg,POINT (-77.198532 39.125588),-77.198532,39.125588,"39.125588,-77.198532"
2020-02-19,NOP,Henrys,Henrys,02/19/2020,11312 Connecticut Ave,Kensington,POINT (-77.076172 39.042294),-77.076172,39.042294,"39.042294,-77.076172"
2020-02-19,PRV,Prestige,Prop   Prestige    Back To,02/19/2020,4101 Postgate Ter,Silver Spring,POINT (-77.079155 39.087717),-77.079155,39.087717,"39.087717,-77.079155"
2020-02-03,NOP,Henrys,Henry,02/03/2020,198 Halpine Rd,Rockville,POINT (-77.125832 39.06084),-77.125832,39.06084,"39.06084,-77.125832"
2020-02-14,NOP,Custom,Custom,02/14/2020,6437 Rock Forest Dr,Bethesda,POINT (-77.130546 39.030165),-77.130546,39.030165,"39.030165,-77.130546"
2020-02-07,REPO,Other,Finance Co ; Td Auto   Tow Co   Notic,02/07/2020,877 Azalea Dr,Rockville,POINT (-77.175065 39.09648),-77.175065,39.09648,"39.09648,-77.175065"
2020-02-09,NOP,Prestige,Inactive Permit   Prestige,02/09/2020,8200 Spiceberry Ln,Gaithersburg,POINT (-77.164221 39.152013),-77.164221,39.152013,"39.152013,-77.164221"
2020-02-18,NOP,Henrys,Henrys,02/18/2020,7420 Lakeview Dr,Bethesda,POINT (-77.149008 39.026687),-77.149008,39.026687,"39.026687,-77.149008"
2020-02-25,PRV,Prestige,Prestige,02/25/2020,925 Clopper Rd,Gaithersburg,POINT (-77.22689 39.145229),-77.22689,39.145229,"39.145229,-77.22689"
2020-02-11,NOP,Authorized,Authorized,02/11/2020,18700 Walkers Choice Rd,Montgomery Village,POINT (-77.204355 39.163498),-77.204355,39.163498,"39.163498,-77.204355"
2020-02-13,NOP,Other,,02/13/2020,19757 Crystal Rock Dr,Germantown,POINT (-77.261484 39.179888),-77.261484,39.179888,"39.179888,-77.261484"
2020-02-09,NOP,Authorized,Authorized,02/09/2020,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"39.114884,-77.201438"
2020-02-25,ABANDONED,A&M,A&M Towing       Abandoned,02/25/2020,3800 Old Baltimore Dr,Olney,POINT (-77.076442 39.134794),-77.076442,39.134794,"39.134794,-77.076442"
2020-02-25,NOP,Drive,Drive,02/25/2020,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"38.992475,-77.028565"
2020-02-06,REPO,,****Repo**Finance Co  Truist        Owner Carlo Demello    Sia Towing,02/06/2020,12120 Triple Crown Rd,Gaithersburg,POINT (-77.257341 39.101453),-77.257341,39.101453,"39.101453,-77.257341"
2020-02-02,PARKED IN HANDICAPPED,Speedys,W  Speedys,02/02/2020,18211 Chalet Dr,Germantown,POINT (-77.274616 39.156234),-77.274616,39.156234,"39.156234,-77.274616"
2020-02-23,NOP,Speedy,Speedy,02/23/2020,511 S Frederick Ave,Gaithersburg,POINT (-77.190726 39.134357),-77.190726,39.134357,"39.134357,-77.190726"
2020-02-29,NOP,Henrys,Henrys,02/29/2020,18832 Bent Willow Cir,Germantown,POINT (-77.259605 39.165687),-77.259605,39.165687,"39.165687,-77.259605"
2020-02-27,NOP,Henrys,Henrys,02/27/2020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-02-14,PRV,Authorized,Prop   Authorized,02/14/2020,11623 Stewart Ln,Silver Spring,POINT (-76.986102 39.04603),-76.986102,39.04603,"39.04603,-76.986102"
2020-02-22,NOP,Prestige,Prestige (),02/22/2020,4101 Postgate Ter,Silver Spring,POINT (-77.079155 39.087717),-77.079155,39.087717,"39.087717,-77.079155"
2020-02-27,NOP,Big,Big Tow,02/27/2020,6805 Fairfax Rd,Bethesda,POINT (-77.101019 38.978458),-77.101019,38.978458,"38.978458,-77.101019"
2020-02-12,NOP,Authorized,Authorized,02/12/2020,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"39.040254,-76.995468"
2020-02-25,REPO,L&K,Reason     Finance Co   Td Auto Finance   Tow Co   L&K,02/25/2020,20044 Choctaw Ct,Germantown,POINT (-77.228544 39.183624),-77.228544,39.183624,"39.183624,-77.228544"
2020-02-07,NOP,Henrys,Henrys   Not Avail,02/07/2020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-02-19,PKG,Henrys,No  Zone  Henrys,02/19/2020,9709 Key West Ave,Rockville,POINT (-77.204774 39.103979),-77.204774,39.103979,"39.103979,-77.204774"
2020-02-29,NOP,Big,Big Tow,02/29/2020,19425 Brassie Pl,Montgomery Village,POINT (-77.200612 39.174782),-77.200612,39.174782,"39.174782,-77.200612"
2020-02-03,PRV,Auburn,Auburn,02/03/2020,1100 Rockville Pike,Rockville,POINT (-77.132681 39.071678),-77.132681,39.071678,"39.071678,-77.132681"
2020-02-01,NOP,Custom,Custom,02/01/2020,1301 1St St,Rockville,POINT (-77.134631 39.094843),-77.134631,39.094843,"39.094843,-77.134631"
2020-02-05,PRV,Prestige,Prestige,02/05/2020,925 Clopper Rd,Gaithersburg,POINT (-77.22689 39.145229),-77.22689,39.145229,"39.145229,-77.22689"
2020-02-08,PKG,Prestige,Resident  Visitors   Prestige,02/08/2020,1970 Rosemary Hills Dr,Silver Spring,POINT (-77.042077 38.999696),-77.042077,38.999696,"38.999696,-77.042077"
2020-02-26,REPO,Other,Carmax       (),02/26/2020,1303 Elm Grove Cir,Silver Spring,POINT (-76.985527 39.09423),-76.985527,39.09423,"39.09423,-76.985527"
2020-02-05,NOP,Authorized,Authorized,02/05/2020,370 E Diamond Ave,Gaithersburg,POINT (-77.190888 39.142111),-77.190888,39.142111,"39.142111,-77.190888"
2020-02-12,ACC,Prestige,Prestige,02/12/2020,101 Park Ave,Gaithersburg,POINT (-77.195077 39.144489),-77.195077,39.144489,"39.144489,-77.195077"
2020-02-12,NOP,Drive,Reason  Drive,02/12/2020,25 E Wayne Ave,Silver Spring,POINT (-77.008865 39.00041),-77.008865,39.00041,"39.00041,-77.008865"
2020-02-28,PRV,Prestige,Private Property  Prestige,02/28/2020,8200 Spiceberry Ln,Gaithersburg,POINT (-77.164221 39.152013),-77.164221,39.152013,"39.152013,-77.164221"
2020-02-15,FIRE,Diversified,Diversified,02/15/2020,12207 Academy Way,Rockville,POINT (-77.107071 39.056717),-77.107071,39.056717,"39.056717,-77.107071"
2020-02-03,NOP,Henrys,Henrys,02/03/2020,2110 Hildarose Dr,Silver Spring,POINT (-77.044714 39.020435),-77.044714,39.020435,"39.020435,-77.044714"
2020-02-06,NOP,Led,Improper Permit   Led,02/06/2020,14106 Grand Pre Rd,Silver Spring,POINT (-77.0746 39.087285),-77.0746,39.087285,"39.087285,-77.0746"
2020-02-10,REPO,Etc,***Repo***  Gmac     Etc Recovery,02/10/2020,12312 Cherry Branch Dr,Clarksburg,POINT (-77.257946 39.24277),-77.257946,39.24277,"39.24277,-77.257946"
2020-02-28,PKG,Henrys,Henrys    No Commercial,02/28/2020,2423 Lyttonsville Rd,Silver Spring,POINT (-77.050897 38.999713),-77.050897,38.999713,"38.999713,-77.050897"
2020-02-27,REPO,Etc Recovery,Wells Fargo     Etc Recovery,02/27/2020,11215 Oak Leaf Dr,Silver Spring,POINT (-76.995402 39.039345),-76.995402,39.039345,"39.039345,-76.995402"
2020-02-05,REPO,Final Notice,Capitalone,02/05/2020,3 N Summit Dr,Gaithersburg,POINT (-77.191858 39.145795),-77.191858,39.145795,"39.145795,-77.191858"
2020-02-17,NOP,Authorized,No Perm   Authorized,02/17/2020,3602 Pear Tree Ct,Silver Spring,POINT (-77.071748 39.090919),-77.071748,39.090919,"39.090919,-77.071748"
2020-02-27,PKG,Prestige,No Commerical Vehs   Prestige   Btl,02/27/2020,11 Featherwood Ct,Silver Spring,POINT (-76.972179 39.05882),-76.972179,39.05882,"39.05882,-76.972179"
2020-02-06,NOP,,Speedy,02/06/2020,8615 Fenton St,Silver Spring,POINT (-77.027717 38.997959),-77.027717,38.997959,"38.997959,-77.027717"
2020-02-11,REPO,Other,Tri State Recovery    Northwest Federal Credit,02/11/2020,4304 Aspen Hill Rd,Rockville,POINT (-77.08471 39.079327),-77.08471,39.079327,"39.079327,-77.08471"
2020-02-25,NOP,Henrys,Henrys,02/25/2020,3433 Gateshead Manor Way,Silver Spring,POINT (-76.936595 39.078262),-76.936595,39.078262,"39.078262,-76.936595"
2020-02-06,EXP,Henrys,Henrys    Exp Tags,02/06/2020,8010 Gramercy Blvd,Derwood,POINT (-77.164646 39.124098),-77.164646,39.124098,"39.124098,-77.164646"
2020-02-22,NOP,Trp,Trp,02/22/2020,9118 Piney Branch Rd,Silver Spring,POINT (-76.987741 39.002842),-76.987741,39.002842,"39.002842,-76.987741"
2020-02-28,NOP,Prestige,Prestige,02/28/2020,17654 Amity Dr,Gaithersburg,POINT (-77.167939 39.144158),-77.167939,39.144158,"39.144158,-77.167939"
2020-02-26,PRV,Prestige,Prestige Private,02/26/2020,11550 Stewart Ln,Silver Spring,POINT (-76.984139 39.045308),-76.984139,39.045308,"39.045308,-76.984139"
2020-02-04,NOP,Henrys,Henrys,02/04/2020,9440 Georgetown Pike,Great Falls,POINT (-77.273293 38.990789),-77.273293,38.990789,"38.990789,-77.273293"
2020-02-28,RESERVED,Led,Led Towing,02/28/2020,8315 Georgia Ave,Silver Spring,POINT (-77.026584 38.993283),-77.026584,38.993283,"38.993283,-77.026584"
2020-02-21,PKG,Auburn,Auburn,02/21/2020,824 Rockville Pike,Rockville,POINT (-77.138236 39.076353),-77.138236,39.076353,"39.076353,-77.138236"
2020-02-25,PRV,Prestige,Prop   Prestige,02/25/2020,780 Quince Orchard Blvd,Gaithersburg,POINT (-77.228804 39.139742),-77.228804,39.139742,"39.139742,-77.228804"
2020-02-05,PKG,Am,Am   Rsrvd,02/05/2020,2 Grotto Ct,Germantown,POINT (-77.268062 39.169328),-77.268062,39.169328,"39.169328,-77.268062"
2020-02-02,PKG,Speedy,After Hours   Speedy Towing (),02/02/2020,12389 Georgia Ave,Silver Spring,POINT (-77.050292 39.059443),-77.050292,39.059443,"39.059443,-77.050292"
2020-02-10,PRV,Authorized,Private  Authorize,02/10/2020,2399 Jones Ln,Silver Spring,POINT (-77.048446 39.054011),-77.048446,39.054011,"39.054011,-77.048446"
2020-02-17,NOP,Henrys,Henrys,02/17/2020,8710 Cameron St,Silver Spring,POINT (-77.028227 38.999182),-77.028227,38.999182,"38.999182,-77.028227"
2020-02-08,NOP,Authorized,Authorized,02/08/2020,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"39.040254,-76.995468"
2020-02-14,NOP,Henrys,Henrys,02/14/2020,18832 Bent Willow Cir,Germantown,POINT (-77.259605 39.165687),-77.259605,39.165687,"39.165687,-77.259605"
2020-02-09,REPO,Other,Glenmont Financial    Cody Towing,02/09/2020,18900 Mills Choice Rd,Montgomery Village,POINT (-77.208147 39.166857),-77.208147,39.166857,"39.166857,-77.208147"
2020-02-27,NOP,Henrys,Henrys,02/27/2020,14732 Wexhall Ter,Burtonsville,POINT (-76.935586 39.096217),-76.935586,39.096217,"39.096217,-76.935586"
2020-02-24,PKG,Tlc,Henrys     Tlc,02/24/2020,18850 Bent Willow Cir,Germantown,POINT (-77.259654 39.16603),-77.259654,39.16603,"39.16603,-77.259654"
2020-02-03,REPO,Greenwood,Santander       Greenwood Recovery,02/03/2020,10104 Hellingly Pl,Montgomery Village,POINT (-77.204915 39.159697),-77.204915,39.159697,"39.159697,-77.204915"
2020-02-01,NOP,Speedy,Speedy Towing       Owner Notif,02/01/2020,8060 13Th St,Silver Spring,POINT (-77.027637 38.987287),-77.027637,38.987287,"38.987287,-77.027637"
2020-02-12,NOP,,Authorized      To,02/12/2020,11600 Lockwood Dr,Silver Spring,POINT (-76.982819 39.041465),-76.982819,39.041465,"39.041465,-76.982819"
2020-02-13,PRV,Prestige,Prestige,02/13/2020,1970 Rosemary Hills Dr,Silver Spring,POINT (-77.042077 38.999696),-77.042077,38.999696,"38.999696,-77.042077"
2020-02-20,REPO,Cti,Credit Acceptance    Cti Towing,02/20/2020,700 Gilbert St,Takoma Park,POINT (-76.997198 38.997717),-76.997198,38.997717,"38.997717,-76.997198"
2020-02-07,NOP,A&M,A&M,02/07/2020,19240 Misty Meadow Ter,Germantown,POINT (-77.259999 39.170211),-77.259999,39.170211,"39.170211,-77.259999"
2020-02-28,PRV,Henrys,Henrys,02/28/2020,9719 Traville Gateway Dr,Rockville,POINT (-77.20405 39.091546),-77.20405,39.091546,"39.091546,-77.20405"
2020-02-18,FIRE,Authorized,,02/18/2020,9452 Horizon Run Rd,Montgomery Village,POINT (-77.197087 39.157839),-77.197087,39.157839,"39.157839,-77.197087"
2020-02-15,PKG,Prestige,Visitor Permit In Resd Space   Prestige,02/15/2020,925A Clopper Rd,Gaithersburg,POINT (-77.22689 39.145229),-77.22689,39.145229,"39.145229,-77.22689"
2020-02-21,PKG,Auth,Auth     No Reserved,02/21/2020,19603 Galway Bay Cir,Germantown,POINT (-77.278339 39.178603),-77.278339,39.178603,"39.178603,-77.278339"
2020-02-14,NOP,Henrys,,02/14/2020,7600 Maple Ave,Takoma Park,POINT (-77.007077 38.982987),-77.007077,38.982987,"38.982987,-77.007077"
2020-02-06,NOP,Authorized,Authorized,02/06/2020,808 Gallop Hill Rd,Gaithersburg,POINT (-77.209663 39.157044),-77.209663,39.157044,"39.157044,-77.209663"
2020-02-20,PKG,Other,Rickiess,02/20/2020,1003 University Blvd E,Silver Spring,POINT (-76.991222 38.99231),-76.991222,38.99231,"38.99231,-76.991222"
2020-02-17,NOP,Henrys,Henrys,02/17/2020,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"39.052973,-77.1192"
2020-02-24,NOP,Prestige,Prestige,02/24/2020,101 Park Ave,Gaithersburg,POINT (-77.195077 39.144489),-77.195077,39.144489,"39.144489,-77.195077"
2020-02-08,FIRE,Henrys,Fire No    Henry,02/08/2020,9836 Maple Leaf Dr,Montgomery Village,POINT (-77.202727 39.187107),-77.202727,39.187107,"39.187107,-77.202727"
2020-02-21,PKG,Henrys,Henrys Towing,02/21/2020,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"39.052973,-77.1192"
